Training for 150000 steps ...
     79/150000: episode: 1, duration: 0.145s, episode steps:  79, steps per second: 544, episode reward: -69.568, mean reward: -0.881 [-100.000, 44.501], mean action: 1.215 [0.000, 3.000],  loss: --, mse: --, mean_q: --, mean_eps: --
   2245/150000: episode: 25, duration: 0.979s, episode steps:  80, steps per second:  82, episode reward: -218.206, mean reward: -2.728 [-100.000, 93.501], mean action: 1.300 [0.000, 3.000],  loss: 10.890291, mse: 11.667454, mean_q: 2.168414, mean_eps: 0.986773
   2352/150000: episode: 26, duration: 1.612s, episode steps: 107, steps per second:  66, episode reward: -346.491, mean reward: -3.238 [-100.000,  5.036], mean action: 1.364 [0.000, 3.000],  loss: 11.856552, mse: 11.915946, mean_q: 2.089397, mean_eps: 0.986212
   2408/150000: episode: 27, duration: 0.912s, episode steps:  56, steps per second:  61, episode reward: -121.175, mean reward: -2.164 [-100.000,  7.247], mean action: 1.518 [0.000, 3.000],  loss: 11.835540, mse: 13.227412, mean_q: 2.032979, mean_eps: 0.985723
   2551/150000: episode: 28, duration: 1.705s, episode steps: 143, steps per second:  84, episode reward: -27.812, mean reward: -0.194 [-100.000, 71.852], mean action: 1.413 [0.000, 3.000],  loss: 9.096447, mse: 11.467521, mean_q: 2.117956, mean_eps: 0.985126
   2650/150000: episode: 29, duration: 0.884s, episode steps:  99, steps per second: 112, episode reward: -106.913, mean reward: -1.080 [-100.000, 18.478], mean action: 1.394 [0.000, 3.000],  loss: 6.953468, mse: 10.306223, mean_q: 2.185368, mean_eps: 0.984400
   2736/150000: episode: 30, duration: 0.743s, episode steps:  86, steps per second: 116, episode reward: -99.269, mean reward: -1.154 [-100.000,  9.876], mean action: 1.535 [0.000, 3.000],  loss: 10.508036, mse: 11.929133, mean_q: 2.117735, mean_eps: 0.983845
   2820/150000: episode: 31, duration: 0.702s, episode steps:  84, steps per second: 120, episode reward: -99.041, mean reward: -1.179 [-100.000,  7.248], mean action: 1.357 [0.000, 3.000],  loss: 9.621816, mse: 11.735492, mean_q: 2.094095, mean_eps: 0.983335
   2888/150000: episode: 32, duration: 0.526s, episode steps:  68, steps per second: 129, episode reward: -73.764, mean reward: -1.085 [-100.000,  9.410], mean action: 1.588 [0.000, 3.000],  loss: 13.958313, mse: 14.078961, mean_q: 2.149798, mean_eps: 0.982879
   2967/150000: episode: 33, duration: 0.732s, episode steps:  79, steps per second: 108, episode reward: -118.849, mean reward: -1.504 [-100.000, 35.023], mean action: 1.544 [0.000, 3.000],  loss: 8.716307, mse: 11.220610, mean_q: 2.127845, mean_eps: 0.982438
   3041/150000: episode: 34, duration: 0.637s, episode steps:  74, steps per second: 116, episode reward: -89.662, mean reward: -1.212 [-100.000, 39.385], mean action: 1.635 [0.000, 3.000],  loss: 11.098924, mse: 13.852318, mean_q: 2.454737, mean_eps: 0.981979
   3124/150000: episode: 35, duration: 0.644s, episode steps:  83, steps per second: 129, episode reward: -124.154, mean reward: -1.496 [-100.000,  5.990], mean action: 1.494 [0.000, 3.000],  loss: 8.610372, mse: 16.337883, mean_q: 2.961121, mean_eps: 0.981508
   3207/150000: episode: 36, duration: 0.644s, episode steps:  83, steps per second: 129, episode reward: -110.549, mean reward: -1.332 [-100.000, 23.174], mean action: 1.386 [0.000, 3.000],  loss: 10.230596, mse: 17.667247, mean_q: 2.905725, mean_eps: 0.981010
   3275/150000: episode: 37, duration: 0.533s, episode steps:  68, steps per second: 128, episode reward: -189.594, mean reward: -2.788 [-100.000,  3.728], mean action: 1.588 [0.000, 3.000],  loss: 7.950371, mse: 16.811038, mean_q: 3.000576, mean_eps: 0.980557
   3390/150000: episode: 38, duration: 0.894s, episode steps: 115, steps per second: 129, episode reward: -280.283, mean reward: -2.437 [-100.000,  4.893], mean action: 1.652 [0.000, 3.000],  loss: 8.498337, mse: 16.452427, mean_q: 2.834529, mean_eps: 0.980008
   3528/150000: episode: 39, duration: 1.307s, episode steps: 138, steps per second: 106, episode reward: -254.125, mean reward: -1.841 [-100.000, 60.387], mean action: 1.572 [0.000, 3.000],  loss: 10.463141, mse: 17.768872, mean_q: 3.044171, mean_eps: 0.979249
   3613/150000: episode: 40, duration: 0.617s, episode steps:  85, steps per second: 138, episode reward: -98.826, mean reward: -1.163 [-100.000, 12.146], mean action: 1.412 [0.000, 3.000],  loss: 11.206715, mse: 17.853212, mean_q: 2.998188, mean_eps: 0.978580
   3693/150000: episode: 41, duration: 0.612s, episode steps:  80, steps per second: 131, episode reward: -301.423, mean reward: -3.768 [-100.000,  5.299], mean action: 1.425 [0.000, 3.000],  loss: 13.733225, mse: 19.829455, mean_q: 2.925228, mean_eps: 0.978085
   3825/150000: episode: 42, duration: 1.072s, episode steps: 132, steps per second: 123, episode reward: 18.381, mean reward:  0.139 [-100.000, 109.529], mean action: 1.538 [0.000, 3.000],  loss: 9.503635, mse: 17.824331, mean_q: 2.946723, mean_eps: 0.977449
   3900/150000: episode: 43, duration: 0.537s, episode steps:  75, steps per second: 140, episode reward: 36.443, mean reward:  0.486 [-100.000, 92.522], mean action: 1.573 [0.000, 3.000],  loss: 7.410238, mse: 17.534443, mean_q: 3.028485, mean_eps: 0.976828
   3992/150000: episode: 44, duration: 0.673s, episode steps:  92, steps per second: 137, episode reward: -84.705, mean reward: -0.921 [-100.000, 21.458], mean action: 1.435 [0.000, 3.000],  loss: 8.697656, mse: 17.359350, mean_q: 3.033985, mean_eps: 0.976327
   4069/150000: episode: 45, duration: 0.611s, episode steps:  77, steps per second: 126, episode reward: -244.647, mean reward: -3.177 [-100.000, 84.703], mean action: 1.026 [0.000, 3.000],  loss: 10.148305, mse: 21.877457, mean_q: 3.736069, mean_eps: 0.975820
   4131/150000: episode: 46, duration: 0.513s, episode steps:  62, steps per second: 121, episode reward: -48.476, mean reward: -0.782 [-100.000, 17.370], mean action: 1.645 [0.000, 3.000],  loss: 12.188697, mse: 26.185147, mean_q: 3.775140, mean_eps: 0.975403
   4251/150000: episode: 47, duration: 0.931s, episode steps: 120, steps per second: 129, episode reward: -306.400, mean reward: -2.553 [-100.000,  3.119], mean action: 1.425 [0.000, 3.000],  loss: 9.509960, mse: 25.698604, mean_q: 3.753604, mean_eps: 0.974857
   4348/150000: episode: 48, duration: 0.874s, episode steps:  97, steps per second: 111, episode reward: -127.496, mean reward: -1.314 [-100.000,  7.588], mean action: 1.495 [0.000, 3.000],  loss: 13.697676, mse: 28.723744, mean_q: 3.762958, mean_eps: 0.974206
   4431/150000: episode: 49, duration: 0.644s, episode steps:  83, steps per second: 129, episode reward: -84.140, mean reward: -1.014 [-100.000, 17.667], mean action: 1.446 [0.000, 3.000],  loss: 9.787418, mse: 25.452710, mean_q: 3.897009, mean_eps: 0.973666
   4535/150000: episode: 50, duration: 0.817s, episode steps: 104, steps per second: 127, episode reward: -194.726, mean reward: -1.872 [-100.000,  5.758], mean action: 1.413 [0.000, 3.000],  loss: 10.622265, mse: 28.494882, mean_q: 3.804350, mean_eps: 0.973105
   4619/150000: episode: 51, duration: 0.659s, episode steps:  84, steps per second: 127, episode reward: -202.490, mean reward: -2.411 [-100.000,  4.379], mean action: 1.512 [0.000, 3.000],  loss: 7.948527, mse: 27.047271, mean_q: 3.706281, mean_eps: 0.972541
   4720/150000: episode: 52, duration: 0.916s, episode steps: 101, steps per second: 110, episode reward: -119.292, mean reward: -1.181 [-100.000, 14.822], mean action: 1.485 [0.000, 3.000],  loss: 10.931789, mse: 27.499680, mean_q: 3.761543, mean_eps: 0.971986
   4780/150000: episode: 53, duration: 0.495s, episode steps:  60, steps per second: 121, episode reward: -99.076, mean reward: -1.651 [-100.000,  7.362], mean action: 1.917 [0.000, 3.000],  loss: 7.194435, mse: 25.767376, mean_q: 3.996292, mean_eps: 0.971503
   4849/150000: episode: 54, duration: 0.562s, episode steps:  69, steps per second: 123, episode reward: -124.754, mean reward: -1.808 [-100.000,  8.619], mean action: 1.406 [0.000, 3.000],  loss: 9.913471, mse: 28.847287, mean_q: 3.948250, mean_eps: 0.971116
   4930/150000: episode: 55, duration: 0.613s, episode steps:  81, steps per second: 132, episode reward: -134.905, mean reward: -1.665 [-100.000,  9.553], mean action: 1.716 [0.000, 3.000],  loss: 9.060949, mse: 26.769027, mean_q: 3.922742, mean_eps: 0.970666
   4990/150000: episode: 56, duration: 0.494s, episode steps:  60, steps per second: 121, episode reward: -65.336, mean reward: -1.089 [-100.000, 40.428], mean action: 1.600 [0.000, 3.000],  loss: 7.507234, mse: 26.453243, mean_q: 3.818837, mean_eps: 0.970243
   5083/150000: episode: 57, duration: 0.824s, episode steps:  93, steps per second: 113, episode reward: -122.340, mean reward: -1.315 [-100.000,  7.021], mean action: 1.559 [0.000, 3.000],  loss: 7.637234, mse: 34.820157, mean_q: 5.048085, mean_eps: 0.969784
   5176/150000: episode: 58, duration: 0.794s, episode steps:  93, steps per second: 117, episode reward: -110.217, mean reward: -1.185 [-100.000,  6.649], mean action: 1.441 [0.000, 3.000],  loss: 9.785119, mse: 37.532835, mean_q: 5.032246, mean_eps: 0.969226
   5303/150000: episode: 59, duration: 1.041s, episode steps: 127, steps per second: 122, episode reward: -83.008, mean reward: -0.654 [-100.000, 13.031], mean action: 1.606 [0.000, 3.000],  loss: 8.900696, mse: 37.652562, mean_q: 5.166400, mean_eps: 0.968566
   5414/150000: episode: 60, duration: 0.964s, episode steps: 111, steps per second: 115, episode reward: -257.115, mean reward: -2.316 [-100.000,  3.886], mean action: 1.640 [0.000, 3.000],  loss: 7.099644, mse: 39.814483, mean_q: 5.209888, mean_eps: 0.967852
   5492/150000: episode: 61, duration: 0.617s, episode steps:  78, steps per second: 126, episode reward: -26.522, mean reward: -0.340 [-100.000, 16.649], mean action: 1.603 [0.000, 3.000],  loss: 7.433537, mse: 36.492561, mean_q: 5.110746, mean_eps: 0.967285
   5584/150000: episode: 62, duration: 0.698s, episode steps:  92, steps per second: 132, episode reward: -59.664, mean reward: -0.649 [-100.000, 15.231], mean action: 1.326 [0.000, 3.000],  loss: 12.249993, mse: 42.886688, mean_q: 5.161447, mean_eps: 0.966775
   5681/150000: episode: 63, duration: 0.910s, episode steps:  97, steps per second: 107, episode reward: -414.174, mean reward: -4.270 [-100.000,  0.947], mean action: 1.639 [0.000, 3.000],  loss: 9.732458, mse: 41.283141, mean_q: 5.109370, mean_eps: 0.966208
   5748/150000: episode: 64, duration: 0.573s, episode steps:  67, steps per second: 117, episode reward: -86.132, mean reward: -1.286 [-100.000, 20.228], mean action: 1.478 [0.000, 3.000],  loss: 9.229070, mse: 41.606530, mean_q: 5.206225, mean_eps: 0.965716
   5874/150000: episode: 65, duration: 0.987s, episode steps: 126, steps per second: 128, episode reward: -167.235, mean reward: -1.327 [-100.000,  7.436], mean action: 1.500 [0.000, 3.000],  loss: 9.250825, mse: 40.822713, mean_q: 5.233015, mean_eps: 0.965137
   5945/150000: episode: 66, duration: 0.648s, episode steps:  71, steps per second: 110, episode reward: -130.111, mean reward: -1.833 [-100.000,  7.560], mean action: 1.493 [0.000, 3.000],  loss: 12.545602, mse: 45.576421, mean_q: 5.290146, mean_eps: 0.964546
   6025/150000: episode: 67, duration: 0.707s, episode steps:  80, steps per second: 113, episode reward: -83.065, mean reward: -1.038 [-100.000,  6.212], mean action: 1.538 [0.000, 3.000],  loss: 6.251859, mse: 40.638136, mean_q: 5.173981, mean_eps: 0.964093
   6139/150000: episode: 68, duration: 1.010s, episode steps: 114, steps per second: 113, episode reward: -243.212, mean reward: -2.133 [-100.000, 12.229], mean action: 1.360 [0.000, 3.000],  loss: 10.751898, mse: 48.534147, mean_q: 5.335919, mean_eps: 0.963511
   6264/150000: episode: 69, duration: 1.110s, episode steps: 125, steps per second: 113, episode reward: -331.562, mean reward: -2.652 [-100.000, 89.759], mean action: 1.584 [0.000, 3.000],  loss: 9.067529, mse: 53.417121, mean_q: 5.323714, mean_eps: 0.962794
   6340/150000: episode: 70, duration: 0.793s, episode steps:  76, steps per second:  96, episode reward: -93.451, mean reward: -1.230 [-100.000,  8.978], mean action: 1.434 [0.000, 3.000],  loss: 7.728233, mse: 55.360329, mean_q: 5.565990, mean_eps: 0.962191
   6433/150000: episode: 71, duration: 0.740s, episode steps:  93, steps per second: 126, episode reward: -247.423, mean reward: -2.660 [-100.000, 10.983], mean action: 1.763 [0.000, 3.000],  loss: 15.547380, mse: 57.602383, mean_q: 5.344815, mean_eps: 0.961684
   6543/150000: episode: 72, duration: 1.033s, episode steps: 110, steps per second: 107, episode reward: -178.340, mean reward: -1.621 [-100.000,  7.043], mean action: 1.727 [0.000, 3.000],  loss: 11.446621, mse: 56.424727, mean_q: 5.222177, mean_eps: 0.961075
   6634/150000: episode: 73, duration: 1.020s, episode steps:  91, steps per second:  89, episode reward: -145.497, mean reward: -1.599 [-100.000,  9.302], mean action: 1.527 [0.000, 3.000],  loss: 12.851390, mse: 55.324577, mean_q: 5.383322, mean_eps: 0.960472
   7634/150000: episode: 74, duration: 10.057s, episode steps: 1000, steps per second:  99, episode reward: 51.133, mean reward:  0.051 [-24.979, 105.939], mean action: 1.449 [0.000, 3.000],  loss: 8.361928, mse: 66.288068, mean_q: 6.342075, mean_eps: 0.957199
   7724/150000: episode: 75, duration: 0.744s, episode steps:  90, steps per second: 121, episode reward: -83.078, mean reward: -0.923 [-100.000, 40.077], mean action: 1.678 [0.000, 3.000],  loss: 8.206093, mse: 77.155393, mean_q: 6.929251, mean_eps: 0.953929
   7809/150000: episode: 76, duration: 0.619s, episode steps:  85, steps per second: 137, episode reward: -252.192, mean reward: -2.967 [-100.000, 28.346], mean action: 1.447 [0.000, 3.000],  loss: 7.616630, mse: 76.431447, mean_q: 7.079830, mean_eps: 0.953404
   7894/150000: episode: 77, duration: 0.618s, episode steps:  85, steps per second: 137, episode reward: -221.058, mean reward: -2.601 [-100.000,  6.887], mean action: 1.494 [0.000, 3.000],  loss: 5.459294, mse: 78.158094, mean_q: 6.964376, mean_eps: 0.952894
   7959/150000: episode: 78, duration: 0.510s, episode steps:  65, steps per second: 127, episode reward: -43.685, mean reward: -0.672 [-100.000, 11.921], mean action: 1.508 [0.000, 3.000],  loss: 8.673369, mse: 71.320164, mean_q: 6.881198, mean_eps: 0.952444
   8096/150000: episode: 79, duration: 1.242s, episode steps: 137, steps per second: 110, episode reward: 27.056, mean reward:  0.197 [-100.000, 127.646], mean action: 1.372 [0.000, 3.000],  loss: 5.636633, mse: 81.102816, mean_q: 7.258206, mean_eps: 0.951838
   8177/150000: episode: 80, duration: 0.796s, episode steps:  81, steps per second: 102, episode reward: -187.992, mean reward: -2.321 [-100.000,  6.831], mean action: 1.531 [0.000, 3.000],  loss: 4.128765, mse: 88.485315, mean_q: 7.560840, mean_eps: 0.951184
   8248/150000: episode: 81, duration: 0.689s, episode steps:  71, steps per second: 103, episode reward: -157.462, mean reward: -2.218 [-100.000, 29.938], mean action: 1.465 [0.000, 3.000],  loss: 10.112431, mse: 95.959660, mean_q: 7.469243, mean_eps: 0.950728
   8320/150000: episode: 82, duration: 0.628s, episode steps:  72, steps per second: 115, episode reward: -78.787, mean reward: -1.094 [-100.000, 18.403], mean action: 1.472 [0.000, 3.000],  loss: 8.265291, mse: 91.692513, mean_q: 7.750517, mean_eps: 0.950299
   8426/150000: episode: 83, duration: 0.958s, episode steps: 106, steps per second: 111, episode reward: -292.513, mean reward: -2.760 [-100.000, 60.683], mean action: 1.736 [0.000, 3.000],  loss: 9.366691, mse: 96.429633, mean_q: 7.565167, mean_eps: 0.949765
   8499/150000: episode: 84, duration: 0.661s, episode steps:  73, steps per second: 110, episode reward: -72.714, mean reward: -0.996 [-100.000, 34.561], mean action: 1.507 [0.000, 3.000],  loss: 10.458265, mse: 89.850104, mean_q: 7.558834, mean_eps: 0.949228
   8567/150000: episode: 85, duration: 0.628s, episode steps:  68, steps per second: 108, episode reward: -285.530, mean reward: -4.199 [-100.000, 79.007], mean action: 1.647 [0.000, 3.000],  loss: 8.064673, mse: 102.324912, mean_q: 7.788489, mean_eps: 0.948805
   8677/150000: episode: 86, duration: 1.107s, episode steps: 110, steps per second:  99, episode reward: -126.667, mean reward: -1.152 [-100.000,  9.564], mean action: 1.582 [0.000, 3.000],  loss: 7.100116, mse: 102.037213, mean_q: 7.356614, mean_eps: 0.948271
   8763/150000: episode: 87, duration: 0.893s, episode steps:  86, steps per second:  96, episode reward: -116.410, mean reward: -1.354 [-100.000, 38.544], mean action: 1.291 [0.000, 3.000],  loss: 5.402779, mse: 91.851413, mean_q: 7.669927, mean_eps: 0.947683
   8863/150000: episode: 88, duration: 0.951s, episode steps: 100, steps per second: 105, episode reward: -78.157, mean reward: -0.782 [-100.000, 12.389], mean action: 1.350 [0.000, 3.000],  loss: 7.934574, mse: 91.164084, mean_q: 7.659340, mean_eps: 0.947125
   8945/150000: episode: 89, duration: 0.710s, episode steps:  82, steps per second: 116, episode reward: -125.999, mean reward: -1.537 [-100.000,  5.503], mean action: 1.695 [0.000, 3.000],  loss: 7.581193, mse: 96.234326, mean_q: 8.024390, mean_eps: 0.946579
   9053/150000: episode: 90, duration: 0.908s, episode steps: 108, steps per second: 119, episode reward: -62.052, mean reward: -0.575 [-100.000, 16.792], mean action: 1.546 [0.000, 3.000],  loss: 8.738914, mse: 110.118845, mean_q: 7.928686, mean_eps: 0.946009
   9124/150000: episode: 91, duration: 0.626s, episode steps:  71, steps per second: 113, episode reward: -140.213, mean reward: -1.975 [-100.000,  7.577], mean action: 1.324 [0.000, 3.000],  loss: 8.127963, mse: 114.652546, mean_q: 8.676554, mean_eps: 0.945472
   9237/150000: episode: 92, duration: 0.968s, episode steps: 113, steps per second: 117, episode reward: -240.153, mean reward: -2.125 [-100.000, 31.713], mean action: 1.602 [0.000, 3.000],  loss: 6.091315, mse: 127.464460, mean_q: 8.178474, mean_eps: 0.944920
   9316/150000: episode: 93, duration: 0.696s, episode steps:  79, steps per second: 113, episode reward: -307.916, mean reward: -3.898 [-100.000,  1.393], mean action: 1.557 [0.000, 3.000],  loss: 9.147769, mse: 123.951711, mean_q: 8.409824, mean_eps: 0.944344
   9434/150000: episode: 94, duration: 1.197s, episode steps: 118, steps per second:  99, episode reward: -96.526, mean reward: -0.818 [-100.000,  6.704], mean action: 1.415 [0.000, 3.000],  loss: 8.519942, mse: 122.065031, mean_q: 8.433086, mean_eps: 0.943753
   9518/150000: episode: 95, duration: 0.827s, episode steps:  84, steps per second: 102, episode reward: -115.283, mean reward: -1.372 [-100.000, 10.373], mean action: 1.667 [0.000, 3.000],  loss: 5.704936, mse: 124.767938, mean_q: 8.386008, mean_eps: 0.943147
   9590/150000: episode: 96, duration: 0.818s, episode steps:  72, steps per second:  88, episode reward: -79.367, mean reward: -1.102 [-100.000, 24.127], mean action: 1.569 [0.000, 3.000],  loss: 12.553920, mse: 129.075335, mean_q: 8.484474, mean_eps: 0.942679
   9730/150000: episode: 97, duration: 1.298s, episode steps: 140, steps per second: 108, episode reward: -153.259, mean reward: -1.095 [-100.000,  9.062], mean action: 1.650 [0.000, 3.000],  loss: 5.395384, mse: 125.182176, mean_q: 8.378471, mean_eps: 0.942043
   9836/150000: episode: 98, duration: 1.015s, episode steps: 106, steps per second: 104, episode reward: -188.327, mean reward: -1.777 [-100.000,  7.485], mean action: 1.358 [0.000, 3.000],  loss: 9.933976, mse: 122.861731, mean_q: 8.280209, mean_eps: 0.941305
   9956/150000: episode: 99, duration: 0.947s, episode steps: 120, steps per second: 127, episode reward: -243.772, mean reward: -2.031 [-100.000, 57.240], mean action: 1.492 [0.000, 3.000],  loss: 8.939017, mse: 125.936395, mean_q: 8.403466, mean_eps: 0.940627
  10026/150000: episode: 100, duration: 0.732s, episode steps:  70, steps per second:  96, episode reward: -85.012, mean reward: -1.214 [-100.000,  8.037], mean action: 1.600 [0.000, 3.000],  loss: 9.414120, mse: 125.030831, mean_q: 8.458041, mean_eps: 0.940057
  10118/150000: episode: 101, duration: 0.912s, episode steps:  92, steps per second: 101, episode reward: -199.339, mean reward: -2.167 [-100.000, 117.316], mean action: 1.609 [0.000, 3.000],  loss: 10.086552, mse: 147.656715, mean_q: 8.906154, mean_eps: 0.939571
  10216/150000: episode: 102, duration: 0.856s, episode steps:  98, steps per second: 114, episode reward: -165.055, mean reward: -1.684 [-100.000,  5.957], mean action: 1.704 [0.000, 3.000],  loss: 7.561620, mse: 134.096186, mean_q: 9.091011, mean_eps: 0.939001
  10360/150000: episode: 103, duration: 1.554s, episode steps: 144, steps per second:  93, episode reward: -180.512, mean reward: -1.254 [-100.000, 34.283], mean action: 1.389 [0.000, 3.000],  loss: 7.354446, mse: 149.116907, mean_q: 9.059467, mean_eps: 0.938275
  10478/150000: episode: 104, duration: 1.195s, episode steps: 118, steps per second:  99, episode reward: -145.100, mean reward: -1.230 [-100.000, 10.796], mean action: 1.661 [0.000, 3.000],  loss: 10.209830, mse: 144.398824, mean_q: 8.948286, mean_eps: 0.937489
