Model: "sequential_1"
_________________________________________________________________
Layer (type)                 Output Shape              Param #
=================================================================
flatten_1 (Flatten)          (None, 8)                 0
_________________________________________________________________
dense_4 (Dense)              (None, 16)                144
_________________________________________________________________
activation_4 (Activation)    (None, 16)                0
_________________________________________________________________
dense_5 (Dense)              (None, 32)                544
_________________________________________________________________
activation_5 (Activation)    (None, 32)                0
_________________________________________________________________
dense_6 (Dense)              (None, 4)                 132
_________________________________________________________________
activation_6 (Activation)    (None, 4)                 0
=================================================================
Total params: 820
Trainable params: 820
Non-trainable params: 0
_________________________________________________________________
None
C:\Users\nguye\anaconda3\lib\site-packages\tensorflow\python\keras\engine\training.py:2325: UserWarning: `Model.state_updates` will be removed in a future version. This property should not be used in TensorFlow 2.0, as `updates` are applied automatically.
  warnings.warn('`Model.state_updates` will be removed in a future version. '
C:\Users\nguye\anaconda3\lib\site-packages\rl\memory.py:37: UserWarning: Not enough entries to sample without replacement. Consider increasing your warm-up phase to avoid oversampling!
  warnings.warn('Not enough entries to sample without replacement. Consider increasing your warm-up phase to avoid oversampling!')
Training for 200000 steps ...
     58/200000: episode: 1, duration: 0.830s, episode steps:  58, steps per second:  70, episode reward: -137.810, mean reward: -2.376 [-100.000, 13.098], mean action: 1.345 [0.000, 3.000],  loss: 0.828940, mae: 0.588459, mean_q: 0.434828, mean_eps: 0.999847
   1660/200000: episode: 20, duration: 0.399s, episode steps:  59, steps per second: 148, episode reward: -73.990, mean reward: -1.254 [-100.000,  6.399], mean action: 1.305 [0.000, 3.000],  loss: 21.859181, mae: 9.346150, mean_q: 0.359406, mean_eps: 0.992665
   1797/200000: episode: 21, duration: 0.931s, episode steps: 137, steps per second: 147, episode reward: -51.958, mean reward: -0.379 [-100.000, 75.778], mean action: 1.453 [0.000, 3.000],  loss: 22.458357, mae: 10.501151, mean_q: 0.118933, mean_eps: 0.992224
   1921/200000: episode: 22, duration: 0.933s, episode steps: 124, steps per second: 133, episode reward: -150.017, mean reward: -1.210 [-100.000, 13.547], mean action: 1.629 [0.000, 3.000],  loss: 19.895379, mae: 11.647663, mean_q: -0.498294, mean_eps: 0.991637
   2002/200000: episode: 23, duration: 0.477s, episode steps:  81, steps per second: 170, episode reward: -134.190, mean reward: -1.657 [-100.000, 12.024], mean action: 1.420 [0.000, 3.000],  loss: 21.453183, mae: 12.138441, mean_q: -0.104097, mean_eps: 0.991175
   2104/200000: episode: 24, duration: 0.621s, episode steps: 102, steps per second: 164, episode reward: -435.272, mean reward: -4.267 [-100.000,  0.709], mean action: 1.725 [0.000, 3.000],  loss: 17.989716, mae: 12.325705, mean_q: 0.520029, mean_eps: 0.990764
   2193/200000: episode: 25, duration: 0.506s, episode steps:  89, steps per second: 176, episode reward: -498.108, mean reward: -5.597 [-100.000,  0.816], mean action: 1.539 [0.000, 3.000],  loss: 21.203917, mae: 13.262747, mean_q: -0.989499, mean_eps: 0.990334
   2265/200000: episode: 26, duration: 0.481s, episode steps:  72, steps per second: 150, episode reward: -214.273, mean reward: -2.976 [-100.000, 29.799], mean action: 1.667 [0.000, 3.000],  loss: 24.554882, mae: 13.388252, mean_q: -0.856701, mean_eps: 0.989972
   2372/200000: episode: 27, duration: 0.629s, episode steps: 107, steps per second: 170, episode reward: -285.943, mean reward: -2.672 [-100.000, 67.319], mean action: 1.364 [0.000, 3.000],  loss: 25.154264, mae: 13.642792, mean_q: -2.389425, mean_eps: 0.989569
   2465/200000: episode: 28, duration: 0.547s, episode steps:  93, steps per second: 170, episode reward: -402.360, mean reward: -4.326 [-100.000,  1.781], mean action: 1.742 [0.000, 3.000],  loss: 18.988320, mae: 14.633225, mean_q: -4.094072, mean_eps: 0.989119
   2554/200000: episode: 29, duration: 0.495s, episode steps:  89, steps per second: 180, episode reward: -300.010, mean reward: -3.371 [-100.000,  3.000], mean action: 1.483 [0.000, 3.000],  loss: 22.585227, mae: 15.148316, mean_q: -5.405381, mean_eps: 0.988710
   2677/200000: episode: 30, duration: 0.751s, episode steps: 123, steps per second: 164, episode reward: -365.608, mean reward: -2.972 [-100.000, 47.562], mean action: 1.415 [0.000, 3.000],  loss: 21.697925, mae: 15.905570, mean_q: -6.685987, mean_eps: 0.988232
   2813/200000: episode: 31, duration: 0.789s, episode steps: 136, steps per second: 172, episode reward: -263.734, mean reward: -1.939 [-100.000,  1.831], mean action: 1.574 [0.000, 3.000],  loss: 22.131134, mae: 17.060352, mean_q: -7.860849, mean_eps: 0.987650
   2903/200000: episode: 32, duration: 0.508s, episode steps:  90, steps per second: 177, episode reward: -126.010, mean reward: -1.400 [-100.000,  8.092], mean action: 1.456 [0.000, 3.000],  loss: 21.478497, mae: 17.377900, mean_q: -7.879612, mean_eps: 0.987141
   2983/200000: episode: 33, duration: 0.512s, episode steps:  80, steps per second: 156, episode reward: -218.580, mean reward: -2.732 [-100.000, 15.960], mean action: 1.425 [0.000, 3.000],  loss: 23.094904, mae: 17.810372, mean_q: -8.806626, mean_eps: 0.986759
   3052/200000: episode: 34, duration: 0.425s, episode steps:  69, steps per second: 163, episode reward: -128.639, mean reward: -1.864 [-100.000, 22.163], mean action: 1.478 [0.000, 3.000],  loss: 19.868926, mae: 18.537930, mean_q: -9.324358, mean_eps: 0.986424
   3116/200000: episode: 35, duration: 0.373s, episode steps:  64, steps per second: 171, episode reward: -230.953, mean reward: -3.609 [-100.000,  5.598], mean action: 1.438 [0.000, 3.000],  loss: 24.401591, mae: 17.953987, mean_q: -8.448084, mean_eps: 0.986124
   3195/200000: episode: 36, duration: 0.457s, episode steps:  79, steps per second: 173, episode reward: -79.573, mean reward: -1.007 [-100.000, 17.074], mean action: 1.519 [0.000, 3.000],  loss: 27.948220, mae: 18.545681, mean_q: -9.286922, mean_eps: 0.985802
   3298/200000: episode: 37, duration: 0.581s, episode steps: 103, steps per second: 177, episode reward: -219.680, mean reward: -2.133 [-100.000,  1.191], mean action: 1.505 [0.000, 3.000],  loss: 18.552747, mae: 19.439822, mean_q: -11.045545, mean_eps: 0.985393
   3412/200000: episode: 38, duration: 0.671s, episode steps: 114, steps per second: 170, episode reward: -334.577, mean reward: -2.935 [-100.000, 115.311], mean action: 1.596 [0.000, 3.000],  loss: 25.509987, mae: 19.742183, mean_q: -11.401337, mean_eps: 0.984905
   3532/200000: episode: 39, duration: 0.682s, episode steps: 120, steps per second: 176, episode reward: -120.705, mean reward: -1.006 [-100.000,  9.563], mean action: 1.717 [0.000, 3.000],  loss: 19.142114, mae: 20.901820, mean_q: -12.474538, mean_eps: 0.984378
   3656/200000: episode: 40, duration: 0.716s, episode steps: 124, steps per second: 173, episode reward: -191.881, mean reward: -1.547 [-100.000,  8.007], mean action: 1.484 [0.000, 3.000],  loss: 20.803412, mae: 21.146835, mean_q: -11.805121, mean_eps: 0.983829
   3785/200000: episode: 41, duration: 0.811s, episode steps: 129, steps per second: 159, episode reward: -156.164, mean reward: -1.211 [-100.000,  7.366], mean action: 1.535 [0.000, 3.000],  loss: 22.208350, mae: 21.948543, mean_q: -12.420024, mean_eps: 0.983260
   3861/200000: episode: 42, duration: 0.427s, episode steps:  76, steps per second: 178, episode reward: -146.501, mean reward: -1.928 [-100.000,  7.350], mean action: 1.408 [0.000, 3.000],  loss: 19.379226, mae: 22.785324, mean_q: -13.572103, mean_eps: 0.982799
   3949/200000: episode: 43, duration: 0.491s, episode steps:  88, steps per second: 179, episode reward: -212.513, mean reward: -2.415 [-100.000, 21.854], mean action: 1.716 [0.000, 3.000],  loss: 26.465981, mae: 23.476637, mean_q: -14.140722, mean_eps: 0.982430
   4038/200000: episode: 44, duration: 0.490s, episode steps:  89, steps per second: 181, episode reward: -321.337, mean reward: -3.611 [-100.000, 78.652], mean action: 1.663 [0.000, 3.000],  loss: 25.816885, mae: 22.699529, mean_q: -12.559478, mean_eps: 0.982031
   4156/200000: episode: 45, duration: 0.708s, episode steps: 118, steps per second: 167, episode reward: -70.757, mean reward: -0.600 [-100.000, 12.809], mean action: 1.373 [0.000, 3.000],  loss: 21.550927, mae: 23.576362, mean_q: -13.177053, mean_eps: 0.981566
   4238/200000: episode: 46, duration: 0.470s, episode steps:  82, steps per second: 174, episode reward: -231.832, mean reward: -2.827 [-100.000,  9.719], mean action: 1.598 [0.000, 3.000],  loss: 23.890791, mae: 24.242233, mean_q: -13.131457, mean_eps: 0.981116
   4312/200000: episode: 47, duration: 0.428s, episode steps:  74, steps per second: 173, episode reward: -138.645, mean reward: -1.874 [-100.000,  6.927], mean action: 1.500 [0.000, 3.000],  loss: 27.265819, mae: 24.830518, mean_q: -14.294104, mean_eps: 0.980765
   4397/200000: episode: 48, duration: 0.484s, episode steps:  85, steps per second: 175, episode reward: -327.100, mean reward: -3.848 [-100.000,  0.111], mean action: 1.541 [0.000, 3.000],  loss: 36.643445, mae: 25.084495, mean_q: -13.798595, mean_eps: 0.980407
   4497/200000: episode: 49, duration: 0.931s, episode steps: 100, steps per second: 107, episode reward: -121.708, mean reward: -1.217 [-100.000,  7.604], mean action: 1.390 [0.000, 3.000],  loss: 26.801021, mae: 25.343386, mean_q: -13.379345, mean_eps: 0.979991
   4576/200000: episode: 50, duration: 0.448s, episode steps:  79, steps per second: 176, episode reward: -284.158, mean reward: -3.597 [-100.000, 108.692], mean action: 1.443 [0.000, 3.000],  loss: 21.856376, mae: 25.620516, mean_q: -14.172169, mean_eps: 0.979588
   4708/200000: episode: 51, duration: 0.742s, episode steps: 132, steps per second: 178, episode reward: -203.862, mean reward: -1.544 [-100.000, 29.053], mean action: 1.667 [0.000, 3.000],  loss: 24.532517, mae: 26.375106, mean_q: -15.051613, mean_eps: 0.979113
   4779/200000: episode: 52, duration: 0.433s, episode steps:  71, steps per second: 164, episode reward: -80.683, mean reward: -1.136 [-100.000, 60.060], mean action: 1.437 [0.000, 3.000],  loss: 24.292447, mae: 26.025372, mean_q: -13.959489, mean_eps: 0.978657
   4879/200000: episode: 53, duration: 0.589s, episode steps: 100, steps per second: 170, episode reward: -139.749, mean reward: -1.397 [-100.000, 16.628], mean action: 1.440 [0.000, 3.000],  loss: 29.727680, mae: 26.613721, mean_q: -15.131066, mean_eps: 0.978272
   5006/200000: episode: 54, duration: 0.719s, episode steps: 127, steps per second: 177, episode reward: -132.428, mean reward: -1.043 [-100.000,  9.632], mean action: 1.457 [0.000, 3.000],  loss: 27.357540, mae: 25.974145, mean_q: -14.468773, mean_eps: 0.977761
   5104/200000: episode: 55, duration: 0.535s, episode steps:  98, steps per second: 183, episode reward: -85.651, mean reward: -0.874 [-100.000, 14.111], mean action: 1.592 [0.000, 3.000],  loss: 24.612061, mae: 26.962575, mean_q: -16.289107, mean_eps: 0.977255
   5204/200000: episode: 56, duration: 0.596s, episode steps: 100, steps per second: 168, episode reward: -29.223, mean reward: -0.292 [-100.000, 87.876], mean action: 1.440 [0.000, 3.000],  loss: 36.248729, mae: 27.150473, mean_q: -16.340986, mean_eps: 0.976809
   5330/200000: episode: 57, duration: 0.740s, episode steps: 126, steps per second: 170, episode reward: -340.316, mean reward: -2.701 [-100.000, 82.363], mean action: 1.524 [0.000, 3.000],  loss: 23.521183, mae: 26.461051, mean_q: -14.883252, mean_eps: 0.976301
   5398/200000: episode: 58, duration: 0.385s, episode steps:  68, steps per second: 176, episode reward: -112.583, mean reward: -1.656 [-100.000,  6.021], mean action: 1.471 [0.000, 3.000],  loss: 39.962934, mae: 26.953583, mean_q: -15.657863, mean_eps: 0.975864
   5467/200000: episode: 59, duration: 0.388s, episode steps:  69, steps per second: 178, episode reward: -161.381, mean reward: -2.339 [-100.000, 26.924], mean action: 1.261 [0.000, 3.000],  loss: 25.440329, mae: 27.122936, mean_q: -14.989178, mean_eps: 0.975556
   5546/200000: episode: 60, duration: 0.481s, episode steps:  79, steps per second: 164, episode reward: -108.091, mean reward: -1.368 [-100.000,  6.566], mean action: 1.557 [0.000, 3.000],  loss: 25.241222, mae: 28.155124, mean_q: -16.472246, mean_eps: 0.975223
   5627/200000: episode: 61, duration: 0.473s, episode steps:  81, steps per second: 171, episode reward: -69.566, mean reward: -0.859 [-100.000, 23.529], mean action: 1.457 [0.000, 3.000],  loss: 30.643958, mae: 26.811035, mean_q: -14.132214, mean_eps: 0.974863
   5740/200000: episode: 62, duration: 0.629s, episode steps: 113, steps per second: 180, episode reward: -171.711, mean reward: -1.520 [-100.000,  4.109], mean action: 1.637 [0.000, 3.000],  loss: 20.113386, mae: 26.667958, mean_q: -13.613828, mean_eps: 0.974427
   5821/200000: episode: 63, duration: 0.495s, episode steps:  81, steps per second: 164, episode reward: -100.513, mean reward: -1.241 [-100.000,  6.915], mean action: 1.370 [0.000, 3.000],  loss: 21.710301, mae: 27.172359, mean_q: -14.050198, mean_eps: 0.973990
   5900/200000: episode: 64, duration: 0.476s, episode steps:  79, steps per second: 166, episode reward: -96.513, mean reward: -1.222 [-100.000,  5.405], mean action: 1.570 [0.000, 3.000],  loss: 26.143558, mae: 26.748445, mean_q: -12.439496, mean_eps: 0.973630
   6003/200000: episode: 65, duration: 0.596s, episode steps: 103, steps per second: 173, episode reward: -331.734, mean reward: -3.221 [-100.000,  3.574], mean action: 1.408 [0.000, 3.000],  loss: 29.448967, mae: 27.696027, mean_q: -13.846434, mean_eps: 0.973220
   6096/200000: episode: 66, duration: 0.519s, episode steps:  93, steps per second: 179, episode reward: -158.960, mean reward: -1.709 [-100.000, 15.344], mean action: 1.613 [0.000, 3.000],  loss: 21.457642, mae: 27.132245, mean_q: -11.688704, mean_eps: 0.972780
   6184/200000: episode: 67, duration: 0.495s, episode steps:  88, steps per second: 178, episode reward: -105.032, mean reward: -1.194 [-100.000, 10.589], mean action: 1.511 [0.000, 3.000],  loss: 35.760882, mae: 27.784054, mean_q: -12.409730, mean_eps: 0.972372
   6269/200000: episode: 68, duration: 0.511s, episode steps:  85, steps per second: 166, episode reward: -210.258, mean reward: -2.474 [-100.000, 25.075], mean action: 1.353 [0.000, 3.000],  loss: 34.398643, mae: 28.320514, mean_q: -12.230365, mean_eps: 0.971983
   6334/200000: episode: 69, duration: 0.408s, episode steps:  65, steps per second: 159, episode reward: -42.544, mean reward: -0.655 [-100.000, 12.490], mean action: 1.415 [0.000, 3.000],  loss: 32.810716, mae: 27.578691, mean_q: -11.660861, mean_eps: 0.971646
   6442/200000: episode: 70, duration: 0.617s, episode steps: 108, steps per second: 175, episode reward: -119.459, mean reward: -1.106 [-100.000, 21.422], mean action: 1.556 [0.000, 3.000],  loss: 24.375492, mae: 28.351385, mean_q: -11.242761, mean_eps: 0.971256
   6525/200000: episode: 71, duration: 0.468s, episode steps:  83, steps per second: 177, episode reward: -311.690, mean reward: -3.755 [-100.000,  2.180], mean action: 1.398 [0.000, 3.000],  loss: 19.634506, mae: 28.134488, mean_q: -11.709156, mean_eps: 0.970827
   6601/200000: episode: 72, duration: 0.417s, episode steps:  76, steps per second: 182, episode reward: -130.193, mean reward: -1.713 [-100.000,  8.173], mean action: 1.618 [0.000, 3.000],  loss: 22.709276, mae: 29.074073, mean_q: -12.191625, mean_eps: 0.970469
   6667/200000: episode: 73, duration: 0.385s, episode steps:  66, steps per second: 171, episode reward: -124.290, mean reward: -1.883 [-100.000,  8.400], mean action: 1.106 [0.000, 3.000],  loss: 29.413137, mae: 27.458788, mean_q: -8.020921, mean_eps: 0.970149
   6790/200000: episode: 74, duration: 0.694s, episode steps: 123, steps per second: 177, episode reward: -133.154, mean reward: -1.083 [-100.000,  9.222], mean action: 1.358 [0.000, 3.000],  loss: 20.576302, mae: 28.372428, mean_q: -9.770553, mean_eps: 0.969724
   6853/200000: episode: 75, duration: 0.355s, episode steps:  63, steps per second: 177, episode reward: -114.659, mean reward: -1.820 [-100.000,  8.865], mean action: 1.492 [0.000, 3.000],  loss: 23.717149, mae: 28.441397, mean_q: -8.593366, mean_eps: 0.969305
   6938/200000: episode: 76, duration: 0.474s, episode steps:  85, steps per second: 179, episode reward: -236.243, mean reward: -2.779 [-100.000, 12.060], mean action: 1.624 [0.000, 3.000],  loss: 24.055075, mae: 28.156705, mean_q: -8.929125, mean_eps: 0.968973
   7036/200000: episode: 77, duration: 0.559s, episode steps:  98, steps per second: 175, episode reward: -317.950, mean reward: -3.244 [-100.000, 109.099], mean action: 1.582 [0.000, 3.000],  loss: 17.995355, mae: 28.884727, mean_q: -10.568676, mean_eps: 0.968561
   7136/200000: episode: 78, duration: 0.584s, episode steps: 100, steps per second: 171, episode reward: -337.490, mean reward: -3.375 [-100.000,  0.540], mean action: 1.500 [0.000, 3.000],  loss: 34.128444, mae: 29.804363, mean_q: -11.339438, mean_eps: 0.968115
   7236/200000: episode: 79, duration: 0.560s, episode steps: 100, steps per second: 179, episode reward: -134.112, mean reward: -1.341 [-100.000,  5.924], mean action: 1.650 [0.000, 3.000],  loss: 26.802196, mae: 28.913226, mean_q: -10.470895, mean_eps: 0.967665
   7336/200000: episode: 80, duration: 0.546s, episode steps: 100, steps per second: 183, episode reward: -123.873, mean reward: -1.239 [-100.000, 11.458], mean action: 1.730 [0.000, 3.000],  loss: 19.287634, mae: 28.896666, mean_q: -9.652053, mean_eps: 0.967215
   7399/200000: episode: 81, duration: 0.379s, episode steps:  63, steps per second: 166, episode reward: -240.021, mean reward: -3.810 [-100.000, 11.122], mean action: 1.492 [0.000, 3.000],  loss: 25.442734, mae: 28.942702, mean_q: -10.281193, mean_eps: 0.966848
   7496/200000: episode: 82, duration: 0.567s, episode steps:  97, steps per second: 171, episode reward: -486.123, mean reward: -5.012 [-100.000, 78.886], mean action: 1.505 [0.000, 3.000],  loss: 27.686342, mae: 29.307085, mean_q: -10.719827, mean_eps: 0.966489
   7586/200000: episode: 83, duration: 0.554s, episode steps:  90, steps per second: 163, episode reward: -147.963, mean reward: -1.644 [-100.000,  4.254], mean action: 1.667 [0.000, 3.000],  loss: 18.289436, mae: 28.636633, mean_q: -8.324694, mean_eps: 0.966068
   7692/200000: episode: 84, duration: 0.603s, episode steps: 106, steps per second: 176, episode reward: -101.251, mean reward: -0.955 [-100.000,  6.476], mean action: 1.509 [0.000, 3.000],  loss: 22.187149, mae: 28.483897, mean_q: -8.077317, mean_eps: 0.965627
   7796/200000: episode: 85, duration: 0.617s, episode steps: 104, steps per second: 169, episode reward: -57.992, mean reward: -0.558 [-100.000, 29.659], mean action: 1.548 [0.000, 3.000],  loss: 20.792917, mae: 29.862063, mean_q: -8.800441, mean_eps: 0.965154
   7866/200000: episode: 86, duration: 0.406s, episode steps:  70, steps per second: 173, episode reward: -160.619, mean reward: -2.295 [-100.000, 14.425], mean action: 1.771 [0.000, 3.000],  loss: 32.646632, mae: 29.807390, mean_q: -9.133134, mean_eps: 0.964763
   7963/200000: episode: 87, duration: 0.669s, episode steps:  97, steps per second: 145, episode reward: -418.932, mean reward: -4.319 [-100.000,  2.022], mean action: 1.670 [0.000, 3.000],  loss: 19.182321, mae: 30.085779, mean_q: -9.200133, mean_eps: 0.964387
   8080/200000: episode: 88, duration: 0.727s, episode steps: 117, steps per second: 161, episode reward: -238.444, mean reward: -2.038 [-100.000, 110.458], mean action: 1.538 [0.000, 3.000],  loss: 35.297689, mae: 29.692324, mean_q: -8.510738, mean_eps: 0.963905
   8175/200000: episode: 89, duration: 0.589s, episode steps:  95, steps per second: 161, episode reward: -458.759, mean reward: -4.829 [-100.000,  0.263], mean action: 1.516 [0.000, 3.000],  loss: 22.228168, mae: 29.861909, mean_q: -8.516574, mean_eps: 0.963429
   8275/200000: episode: 90, duration: 0.627s, episode steps: 100, steps per second: 159, episode reward: -80.058, mean reward: -0.801 [-100.000, 20.459], mean action: 1.390 [0.000, 3.000],  loss: 25.522190, mae: 29.596473, mean_q: -8.472156, mean_eps: 0.962990
   8344/200000: episode: 91, duration: 0.493s, episode steps:  69, steps per second: 140, episode reward: -365.642, mean reward: -5.299 [-100.000,  3.994], mean action: 1.290 [0.000, 3.000],  loss: 24.474346, mae: 29.920655, mean_q: -7.643318, mean_eps: 0.962610
   8427/200000: episode: 92, duration: 1.025s, episode steps:  83, steps per second:  81, episode reward: -66.459, mean reward: -0.801 [-100.000, 47.555], mean action: 1.422 [0.000, 3.000],  loss: 37.381706, mae: 30.056333, mean_q: -8.397308, mean_eps: 0.962268
   8524/200000: episode: 93, duration: 0.815s, episode steps:  97, steps per second: 119, episode reward: -70.192, mean reward: -0.724 [-100.000, 15.772], mean action: 1.464 [0.000, 3.000],  loss: 22.403416, mae: 29.827453, mean_q: -7.672622, mean_eps: 0.961863
   8616/200000: episode: 94, duration: 0.754s, episode steps:  92, steps per second: 122, episode reward: -233.567, mean reward: -2.539 [-100.000, 31.759], mean action: 1.707 [0.000, 3.000],  loss: 32.992633, mae: 30.032306, mean_q: -7.627459, mean_eps: 0.961437
   8730/200000: episode: 95, duration: 0.846s, episode steps: 114, steps per second: 135, episode reward: -127.423, mean reward: -1.118 [-100.000, 88.139], mean action: 1.570 [0.000, 3.000],  loss: 28.835360, mae: 30.480569, mean_q: -8.267300, mean_eps: 0.960974
   8793/200000: episode: 96, duration: 0.402s, episode steps:  63, steps per second: 157, episode reward: -81.797, mean reward: -1.298 [-100.000,  8.984], mean action: 1.619 [0.000, 3.000],  loss: 19.474592, mae: 30.696737, mean_q: -7.137783, mean_eps: 0.960575
   8871/200000: episode: 97, duration: 0.461s, episode steps:  78, steps per second: 169, episode reward: -124.305, mean reward: -1.594 [-100.000, 41.647], mean action: 1.538 [0.000, 3.000],  loss: 38.115157, mae: 30.483473, mean_q: -8.030695, mean_eps: 0.960258
   8968/200000: episode: 98, duration: 0.601s, episode steps:  97, steps per second: 161, episode reward: -337.722, mean reward: -3.482 [-100.000, 17.382], mean action: 1.474 [0.000, 3.000],  loss: 29.811301, mae: 30.499832, mean_q: -7.590402, mean_eps: 0.959865
